Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 220, Row: 10, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eff8f40b271341d1e0720e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 108, Row: 20, Price: $127.00, Est. Price: $127.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67896e825f5eedb9b5541bd9
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 142, Row: 29, Price: $129.00, Est. Price: $129.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ad35fb3e2207e70bd85a8a
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 104, Row: 34, Price: $129.00, Est. Price: $129.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e7152fd4811782d3127465
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 141, Row: 30, Price: $133.00, Est. Price: $133.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f030ba0b271341d1a8d328
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 139, Row: 17, Price: $136.00, Est. Price: $136.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea200f0923f9bcdb162db
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 109, Row: 36, Price: $137.00, Est. Price: $137.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679c11b8f6af5e52e44478e3
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 8, Price: $153.00, Est. Price: $153.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf899f6af5e52e4b567db
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 223, Row: 3, Price: $154.00, Est. Price: $154.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef46b70b271341d185f6f6
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 112, Row: 17, Price: $154.00, Est. Price: $154.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eb7995d4811782d34182db
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 8, Price: $156.00, Est. Price: $156.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e15d39d4811782d3eb204d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 2, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1fff0923f9bcdb156da
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 208, Row: 11, Price: $179.00, Est. Price: $179.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf88ff6af5e52e4b4acc7
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 104, Row: 18, Price: $180.00, Est. Price: $180.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ccc56bdec8018c76e2e70f
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 119, Row: 38, Price: $206.00, Est. Price: $206.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed908cd4811782d328cf8b
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 120, Row: 25, Price: $218.00, Est. Price: $218.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed907cd4811782d3265c71
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 128, Row: 32, Price: $226.00, Est. Price: $226.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed9083d4811782d3273424
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 115, Row: 32, Price: $231.00, Est. Price: $231.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67aa6b3e3e2207e70bd162b0
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 127, Row: 24, Price: $236.00, Est. Price: $236.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67a7d6ae3e2207e70bfddbc6
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 117, Row: 22, Price: $238.00, Est. Price: $238.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf895f6af5e52e4b509d4
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 121, Row: 28, Price: $248.00, Est. Price: $248.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67cf7df6dec8018c76bf7dce
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 118, Row: 22, Price: $260.00, Est. Price: $260.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67a4cc573e2207e70b5f1213
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: B, Row: E, Price: $316.00, Est. Price: $316.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026daa1
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: R, Row: E, Price: $344.00, Est. Price: $344.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1f7f0923f9bcdb0dcfc
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: S, Row: B, Price: $355.00, Est. Price: $355.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67896e825f5eedb9b5541b3d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: N, Row: 18, Price: $384.00, Est. Price: $384.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed9091d4811782d329671f
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: D, Row: 17, Price: $393.00, Est. Price: $393.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026da81
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: E, Row: 7, Price: $491.00, Est. Price: $491.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf895f6af5e52e4b509ef
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: O, Row: 10, Price: $530.00, Est. Price: $530.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed90a7d4811782d32c8660
